date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:13:13	6999/6999	---M--	200	added ('OK')	image/png	etag:%22533225b7-1b57%22	http://code.jquery.com/ui/1.10.3/themes/smoothness/images/ui-icons_888888_256x240.png	C:/Users/srinath/Google%20Drive/free%20web%20templates/bizbrain/code.jquery.com/ui/1.10.3/themes/smoothness/images/ui-icons_888888_256x240.png	(from http://code.jquery.com/ui/1.10.3/themes/smoothness/jquery-ui.css)
01:13:13	6992/6992	---M--	200	added ('OK')	image/png	etag:%22533225b7-1b50%22	http://code.jquery.com/ui/1.10.3/themes/smoothness/images/ui-icons_454545_256x240.png	C:/Users/srinath/Google%20Drive/free%20web%20templates/bizbrain/code.jquery.com/ui/1.10.3/themes/smoothness/images/ui-icons_454545_256x240.png	(from http://code.jquery.com/ui/1.10.3/themes/smoothness/jquery-ui.css)
01:13:14	4549/4549	---M--	200	added ('OK')	image/png	etag:%22533225b7-11c5%22	http://code.jquery.com/ui/1.10.3/themes/smoothness/images/ui-icons_2e83ff_256x240.png	C:/Users/srinath/Google%20Drive/free%20web%20templates/bizbrain/code.jquery.com/ui/1.10.3/themes/smoothness/images/ui-icons_2e83ff_256x240.png	(from http://code.jquery.com/ui/1.10.3/themes/smoothness/jquery-ui.css)
01:13:14	4549/4549	---M--	200	added ('OK')	image/png	etag:%22533225b7-11c5%22	http://code.jquery.com/ui/1.10.3/themes/smoothness/images/ui-icons_cd0a0a_256x240.png	C:/Users/srinath/Google%20Drive/free%20web%20templates/bizbrain/code.jquery.com/ui/1.10.3/themes/smoothness/images/ui-icons_cd0a0a_256x240.png	(from http://code.jquery.com/ui/1.10.3/themes/smoothness/jquery-ui.css)
01:13:15	212/212	---M--	200	added ('OK')	image/png	etag:%22533225b7-d4%22	http://code.jquery.com/ui/1.10.3/themes/smoothness/images/ui-bg_flat_0_aaaaaa_40x100.png	C:/Users/srinath/Google%20Drive/free%20web%20templates/bizbrain/code.jquery.com/ui/1.10.3/themes/smoothness/images/ui-bg_flat_0_aaaaaa_40x100.png	(from http://code.jquery.com/ui/1.10.3/themes/smoothness/jquery-ui.css)
01:13:16	37420/37420	---M--	200	added ('OK')	text/plain	etag:%22483-922c-4efdb1d1bed60%22	http://www.bizbrain.org/coffee/inc/fonts/lavanderiasturdy.otf	C:/Users/srinath/Google%20Drive/free%20web%20templates/bizbrain/www.bizbrain.org/coffee/inc/fonts/lavanderiasturdy.otf	(from http://www.bizbrain.org/coffee/inc/css/styles.min.css)
01:13:17	3132/3132	---M--	200	added ('OK')	image/png	etag:%224d7-c3c-4efdb1ec278ad%22	http://www.bizbrain.org/coffee/img-sm/dirt-texture.png	C:/Users/srinath/Google%20Drive/free%20web%20templates/bizbrain/www.bizbrain.org/coffee/img-sm/dirt-texture.png	(from http://www.bizbrain.org/coffee/inc/css/styles.min.css)
01:13:18	275/275	---M--	200	added ('OK')	image/png	etag:%224ce-113-4efdb1ea386d8%22	http://www.bizbrain.org/coffee/img-sm/box-pointer-blue.png	C:/Users/srinath/Google%20Drive/free%20web%20templates/bizbrain/www.bizbrain.org/coffee/img-sm/box-pointer-blue.png	(from http://www.bizbrain.org/coffee/inc/css/styles.min.css)
01:13:19	306/306	---M--	200	added ('OK')	image/png	etag:%224d2-132-4efdb1eb12333%22	http://www.bizbrain.org/coffee/img-sm/box-pointer-gray.png	C:/Users/srinath/Google%20Drive/free%20web%20templates/bizbrain/www.bizbrain.org/coffee/img-sm/box-pointer-gray.png	(from http://www.bizbrain.org/coffee/inc/css/styles.min.css)
01:13:20	290/290	---M--	200	added ('OK')	image/png	etag:%224d1-122-4efdb1eacae95%22	http://www.bizbrain.org/coffee/img-sm/box-pointer-clear.png	C:/Users/srinath/Google%20Drive/free%20web%20templates/bizbrain/www.bizbrain.org/coffee/img-sm/box-pointer-clear.png	(from http://www.bizbrain.org/coffee/inc/css/styles.min.css)
